Airport,Initial_z_score,Delay_Score,Datetime
TPA,0,0.0,2023-07-01 04:00:00
ATL,0,0.0,2023-07-01 05:00:00
AUS,0,0.0,2023-07-01 05:00:00
BNA,0,0.0,2023-07-01 05:00:00
BOS,0,0.0,2023-07-01 05:00:00
BWI,0,0.0,2023-07-01 05:00:00
CLT,0,0.0,2023-07-01 05:00:00
DCA,0,0.0,2023-07-01 05:00:00
DEN,0,0.0,2023-07-01 05:00:00
DFW,0,0.0,2023-07-01 05:00:00
DTW,0,0.0,2023-07-01 05:00:00
EWR,0,0.0,2023-07-01 05:00:00
FLL,0,0.0,2023-07-01 05:00:00
IAD,0,0.0,2023-07-01 05:00:00
IAH,0,0.0,2023-07-01 05:00:00
JFK,0,0.0,2023-07-01 05:00:00
LAS,0,0.0,2023-07-01 05:00:00
LAX,0,0.0,2023-07-01 05:00:00
LGA,0,0.0,2023-07-01 05:00:00
MCO,0,0.0,2023-07-01 05:00:00
MDW,0,0.0,2023-07-01 05:00:00
MIA,0,0.0,2023-07-01 05:00:00
MSP,0,0.0,2023-07-01 05:00:00
ORD,0,0.0,2023-07-01 05:00:00
PHL,0,0.0,2023-07-01 05:00:00
PHX,0,0.0,2023-07-01 05:00:00
SAN,0,0.0,2023-07-01 05:00:00
SEA,0,0.0,2023-07-01 05:00:00
SFO,0,0.0,2023-07-01 05:00:00
SLC,0,0.0,2023-07-01 05:00:00
TPA,0,0.0,2023-07-01 05:00:00
ATL,0,0.0,2023-07-01 06:00:00
AUS,0,0.0,2023-07-01 06:00:00
BNA,0,0.0,2023-07-01 06:00:00
BOS,0,0.0,2023-07-01 06:00:00
BWI,0,0.0,2023-07-01 06:00:00
CLT,0,0.0,2023-07-01 06:00:00
DCA,0,0.0,2023-07-01 06:00:00
DEN,0,0.0,2023-07-01 06:00:00
DFW,0,0.0,2023-07-01 06:00:00
DTW,0,0.0,2023-07-01 06:00:00
EWR,0,0.0,2023-07-01 06:00:00
FLL,0,0.0,2023-07-01 06:00:00
IAD,0,0.0,2023-07-01 06:00:00
IAH,0,0.0,2023-07-01 06:00:00
JFK,0,0.0,2023-07-01 06:00:00
LAS,0,0.0,2023-07-01 06:00:00
LAX,0,0.0,2023-07-01 06:00:00
LGA,0,0.0,2023-07-01 06:00:00
MCO,0,0.0,2023-07-01 06:00:00
MDW,0,0.0,2023-07-01 06:00:00
MIA,0,0.0,2023-07-01 06:00:00
MSP,0,0.0,2023-07-01 06:00:00
ORD,0,0.0,2023-07-01 06:00:00
PHL,0,0.0,2023-07-01 06:00:00
PHX,0,0.0,2023-07-01 06:00:00
SAN,0,0.0,2023-07-01 06:00:00
SEA,0,0.0,2023-07-01 06:00:00
SFO,0,0.0,2023-07-01 06:00:00
SLC,0,0.0,2023-07-01 06:00:00
TPA,0,0.0,2023-07-01 06:00:00
ATL,0.0,0.012499943394895038,2023-07-01 07:00:00
AUS,0.0,0.008979463141760636,2023-07-01 07:00:00
BNA,0.0,0.01447965536458589,2023-07-01 07:00:00
BOS,0.0,0.010706068417973448,2023-07-01 07:00:00
BWI,0.0,0.015871690848865132,2023-07-01 07:00:00
CLT,0.0,0.013696891418335088,2023-07-01 07:00:00
DCA,0.0,0.01018899283672191,2023-07-01 07:00:00
DEN,0.0,0.00722852892366135,2023-07-01 07:00:00
DFW,0.0,0.011903247709974536,2023-07-01 07:00:00
DTW,0.0,0.013989670309571519,2023-07-01 07:00:00
EWR,0.0,0.01577034737824144,2023-07-01 07:00:00
FLL,0.0,0.011050413434752732,2023-07-01 07:00:00
IAD,0.0,0.010995942015017425,2023-07-01 07:00:00
IAH,0.0,0.004506717099977016,2023-07-01 07:00:00
JFK,0.0,0.010496560093603995,2023-07-01 07:00:00
LAS,0.0,0.0,2023-07-01 07:00:00
LAX,0.0,0.0,2023-07-01 07:00:00
LGA,0.0,0.01093826552561839,2023-07-01 07:00:00
MCO,0.0,0.010067791149486712,2023-07-01 07:00:00
MDW,0.0,0.014760903191334605,2023-07-01 07:00:00
MIA,0.0,0.015469449817921994,2023-07-01 07:00:00
MSP,0.0,0.008497164145001653,2023-07-01 07:00:00
ORD,0.0,0.008320253895175971,2023-07-01 07:00:00
PHL,0.0,0.010230413939186408,2023-07-01 07:00:00
PHX,0.0,0.0,2023-07-01 07:00:00
SAN,0.0,0.0,2023-07-01 07:00:00
SEA,0.0,0.0,2023-07-01 07:00:00
SFO,0.0,0.0,2023-07-01 07:00:00
SLC,0.0,0.006004475036276206,2023-07-01 07:00:00
TPA,0.4065696597405991,0.07233090354562521,2023-07-01 07:00:00
ATL,0.4065696597405991,0.15571215409359532,2023-07-01 08:00:00
AUS,0.0,0.08534923916368096,2023-07-01 08:00:00
BNA,0.4065696597405991,0.15826189617173592,2023-07-01 08:00:00
BOS,0.4065696597405991,0.1627212570382657,2023-07-01 08:00:00
BWI,0.0,0.10520726914046921,2023-07-01 08:00:00
CLT,0.4065696597405991,0.16240667804192296,2023-07-01 08:00:00
DCA,0.0,0.10802586679740071,2023-07-01 08:00:00
DEN,0.0,0.08810699064413628,2023-07-01 08:00:00
DFW,0.0,0.09397008608746657,2023-07-01 08:00:00
DTW,0.4065696597405991,0.16213698043077762,2023-07-01 08:00:00
EWR,0.0,0.11254409630399818,2023-07-01 08:00:00
FLL,0.0,0.10235312251759072,2023-07-01 08:00:00
IAD,0.0,0.11850720358480489,2023-07-01 08:00:00
IAH,0.0,0.10183803540929173,2023-07-01 08:00:00
JFK,0.0,0.1186387509704697,2023-07-01 08:00:00
LAS,0.0,0.0638685036202151,2023-07-01 08:00:00
LAX,0.0,0.02726154644050192,2023-07-01 08:00:00
LGA,0.0,0.1076204755414947,2023-07-01 08:00:00
MCO,0.0,0.09682592664176795,2023-07-01 08:00:00
MDW,0.0,0.09932211646280557,2023-07-01 08:00:00
MIA,0.0,0.10019432672938391,2023-07-01 08:00:00
MSP,0.0,0.10480781014809093,2023-07-01 08:00:00
ORD,0.0,0.09829392131971788,2023-07-01 08:00:00
PHL,0.0,0.10811922165869142,2023-07-01 08:00:00
PHX,0.0,0.0,2023-07-01 08:00:00
SAN,0.0,0.0,2023-07-01 08:00:00
SEA,0.0,0.0,2023-07-01 08:00:00
SFO,0.0,0.0,2023-07-01 08:00:00
SLC,0.0,0.05071267072081339,2023-07-01 08:00:00
TPA,0.16529888822158653,0.127817346827701,2023-07-01 08:00:00
ATL,2.198147186924582,0.7717829618821306,2023-07-01 09:00:00
AUS,0.0,0.44318121557527484,2023-07-01 09:00:00
BNA,0.9784382077027848,0.594722708011588,2023-07-01 09:00:00
BOS,0.16529888822158653,0.48823406570518807,2023-07-01 09:00:00
BWI,0.4065696597405991,0.5262826907384569,2023-07-01 09:00:00
CLT,1.3850078674433839,0.6550096391683924,2023-07-01 09:00:00
DCA,0.4065696597405991,0.5251780541746935,2023-07-01 09:00:00
DEN,0.4065696597405991,0.4729017520554467,2023-07-01 09:00:00
DFW,0.4065696597405991,0.49444830106912224,2023-07-01 09:00:00
DTW,0.16529888822158653,0.4872787377554314,2023-07-01 09:00:00
EWR,0.0,0.4720285764192719,2023-07-01 09:00:00
FLL,0.4065696597405991,0.5169088291382814,2023-07-01 09:00:00
IAD,0.0,0.5715560657327056,2023-07-01 09:00:00
IAH,0.8131393194811982,0.564873569165671,2023-07-01 09:00:00
JFK,0.0,0.47814108905000924,2023-07-01 09:00:00
LAS,0.0,0.3613960890781215,2023-07-01 09:00:00
LAX,0.0,0.3779206103810608,2023-07-01 09:00:00
LGA,0.0,0.45603135437106923,2023-07-01 09:00:00
MCO,0.8131393194811982,0.5675449770588379,2023-07-01 09:00:00
MDW,0.0,0.44550526218704267,2023-07-01 09:00:00
MIA,0.0,0.4513346026407877,2023-07-01 09:00:00
MSP,0.0,0.44315782488072886,2023-07-01 09:00:00
ORD,2.219708979221797,0.767036061755354,2023-07-01 09:00:00
PHL,0.0,0.45865931497389373,2023-07-01 09:00:00
PHX,0.0,0.3387140434478118,2023-07-01 09:00:00
SAN,0.0,0.33144649809354315,2023-07-01 09:00:00
SEA,0.0,0.34461504943525295,2023-07-01 09:00:00
SFO,0.0,0.3594066050879084,2023-07-01 09:00:00
SLC,0.0,0.3831160304818116,2023-07-01 09:00:00
TPA,0.06720551273974976,0.44393702647391925,2023-07-01 09:00:00
ATL,2.519978592810079,0.910652942870393,2023-07-01 10:00:00
AUS,0.0,0.5394396101330743,2023-07-01 10:00:00
BNA,0.39780328918292285,0.5966760227538406,2023-07-01 10:00:00
BOS,0.06720551273974976,0.5748160911266119,2023-07-01 10:00:00
BWI,0.5718685479621857,0.6562464980468741,2023-07-01 10:00:00
CLT,0.5631021774045094,0.6216227892534183,2023-07-01 10:00:00
DCA,0.5718685479621857,0.6295570936182882,2023-07-01 10:00:00
DEN,0.9784382077027848,0.6424723264090451,2023-07-01 10:00:00
DFW,0.16529888822158653,0.5544995433655738,2023-07-01 10:00:00
DTW,0.47377517248034884,0.6119938051894551,2023-07-01 10:00:00
EWR,1.2197089792217972,0.737692057311423,2023-07-01 10:00:00
FLL,1.3850078674433839,0.7688783241521462,2023-07-01 10:00:00
IAD,0.8131393194811982,0.6679630003088929,2023-07-01 10:00:00
IAH,0.7371674361837722,0.6451142196924969,2023-07-01 10:00:00
JFK,0.4065696597405991,0.6270071484509281,2023-07-01 10:00:00
LAS,0.0,0.4995797342680456,2023-07-01 10:00:00
LAX,0.0,0.5016645726036406,2023-07-01 10:00:00
LGA,0.0,0.5496337621008308,2023-07-01 10:00:00
MCO,1.1437370959243713,0.7144933150020699,2023-07-01 10:00:00
MDW,0.0,0.5033603439936076,2023-07-01 10:00:00
MIA,0.4065696597405991,0.6058122136749508,2023-07-01 10:00:00
MSP,0.4065696597405991,0.5908684499352275,2023-07-01 10:00:00
ORD,1.715605643886557,0.8022958886569993,2023-07-01 10:00:00
PHL,0.4065696597405991,0.6072362052309904,2023-07-01 10:00:00
PHX,0.0,0.47185875837322827,2023-07-01 10:00:00
SAN,0.0,0.43298405844923393,2023-07-01 10:00:00
SEA,0.0,0.4830370124223472,2023-07-01 10:00:00
SFO,0.0,0.4761385454666717,2023-07-01 10:00:00
SLC,0.0,0.4851289139348115,2023-07-01 10:00:00
TPA,0.02732372244729256,0.5395412152659507,2023-07-01 10:00:00
ATL,3.870534457216581,1.309574684303285,2023-07-01 11:00:00
AUS,0.4065696597405991,0.7630980618076826,2023-07-01 11:00:00
BNA,0.9748740674079902,0.9135866159865353,2023-07-01 11:00:00
BOS,0.43389338218789164,0.8458961260567679,2023-07-01 11:00:00
BWI,0.6390740607019354,0.8400136742462103,2023-07-01 11:00:00
CLT,2.261788559369537,1.1012566871475098,2023-07-01 11:00:00
DCA,0.2325044009613363,0.8195189278565388,2023-07-01 11:00:00
DEN,0.804372948923522,0.8505549478588169,2023-07-01 11:00:00
DFW,0.47377517248034884,0.8056521434387789,2023-07-01 11:00:00
DTW,0.5991922704094782,0.8388248077566393,2023-07-01 11:00:00
EWR,1.3090359841459578,0.963668613628729,2023-07-01 11:00:00
FLL,1.3762414968857075,0.9733988669971767,2023-07-01 11:00:00
IAD,0.33059777644317306,0.8457837543878676,2023-07-01 11:00:00
IAH,1.5194188929228836,0.9584011810203776,2023-07-01 11:00:00
JFK,0.16529888822158653,0.8249235657885607,2023-07-01 11:00:00
LAS,0.0,0.726910209396859,2023-07-01 11:00:00
LAX,0.0,0.7401075563442264,2023-07-01 11:00:00
LGA,0.4065696597405991,0.8724761563335333,2023-07-01 11:00:00
MCO,2.497857100625668,1.1240490521671629,2023-07-01 11:00:00
MDW,0.4065696597405991,0.7555775579607509,2023-07-01 11:00:00
MIA,0.9784382077027848,0.9224864618759634,2023-07-01 11:00:00
MSP,0.16529888822158653,0.7515526013410669,2023-07-01 11:00:00
ORD,1.104082862624608,0.9154483436517219,2023-07-01 11:00:00
PHL,0.16529888822158653,0.8241148171455385,2023-07-01 11:00:00
PHX,0.0,0.7140827537869289,2023-07-01 11:00:00
SAN,0.0,0.7291286657079395,2023-07-01 11:00:00
SEA,0.0,0.7079142187064372,2023-07-01 11:00:00
SFO,0.0,0.7196074905890811,2023-07-01 11:00:00
SLC,0.0,0.7454918466098939,2023-07-01 11:00:00
TPA,0.41767865627884143,0.7930588856724212,2023-07-01 11:00:00
ATL,3.1999205162472064,1.3822491089125166,2023-07-01 12:00:00
AUS,0.9784382077027848,1.0417504664262245,2023-07-01 12:00:00
BNA,1.6160631970977979,1.176961858296,2023-07-01 12:00:00
BOS,0.5829775445004279,1.0340942428414903,2023-07-01 12:00:00
BWI,0.6663977831492279,1.0543432972359563,2023-07-01 12:00:00
CLT,1.3261442647286517,1.1024021391953218,2023-07-01 12:00:00
DCA,0.09452923518704232,0.9828392446039046,2023-07-01 12:00:00
DEN,1.5467426153701758,1.138773735003856,2023-07-01 12:00:00
DFW,0.5991922704094782,0.9945679318039993,2023-07-01 12:00:00
DTW,2.6830313559431733,1.2869854480961727,2023-07-01 12:00:00
EWR,1.3453536341436205,1.164100054742133,2023-07-01 12:00:00
FLL,1.3726773565909132,1.1401122246764372,2023-07-01 12:00:00
IAD,0.5409806852200986,1.078562223738628,2023-07-01 12:00:00
IAH,1.0243192820396936,1.0830342152978156,2023-07-01 12:00:00
JFK,0.06720551273974976,0.9789968349315933,2023-07-01 12:00:00
LAS,0.4065696597405991,0.9641464688428557,2023-07-01 12:00:00
LAX,0.0,0.9242024958677899,2023-07-01 12:00:00
LGA,0.16529888822158653,0.9959400909657876,2023-07-01 12:00:00
MCO,2.2352618907038146,1.271904057399414,2023-07-01 12:00:00
MDW,1.7915775271839829,1.1470706040384682,2023-07-01 12:00:00
MIA,1.210942608664121,1.1407412646091852,2023-07-01 12:00:00
MSP,0.47377517248034884,0.9651586667172911,2023-07-01 12:00:00
ORD,2.07516523274511,1.2175908218025193,2023-07-01 12:00:00
PHL,0.47377517248034884,1.0293420295283429,2023-07-01 12:00:00
PHX,0.4065696597405991,0.9768051497398995,2023-07-01 12:00:00
SAN,0.0,0.9223027081016943,2023-07-01 12:00:00
SEA,0.4065696597405991,0.9775129194445592,2023-07-01 12:00:00
SFO,0.0,0.9099623193984753,2023-07-01 12:00:00
SLC,0.4065696597405991,0.9820709352864517,2023-07-01 12:00:00
TPA,0.9784382077027848,1.0807903370340477,2023-07-01 12:00:00
ATL,2.5161829937667735,1.4873354304788453,2023-07-01 13:00:00
AUS,0.39780328918292285,1.1903503278107768,2023-07-01 13:00:00
BNA,1.4656650027019418,1.3404397671439683,2023-07-01 13:00:00
BOS,1.0456437204425346,1.278805016488035,2023-07-01 13:00:00
BWI,1.0840764394280693,1.3087351192871595,2023-07-01 13:00:00
CLT,2.7543624207568596,1.51328530063466,2023-07-01 13:00:00
DCA,0.851572038466733,1.2946259503703046,2023-07-01 13:00:00
DEN,1.0354282785779358,1.2807799066588061,2023-07-01 13:00:00
DFW,1.463322376721376,1.3261345159766098,2023-07-01 13:00:00
DTW,1.8994618839977595,1.4167469162162118,2023-07-01 13:00:00
EWR,1.7666889484863475,1.404201738797267,2023-07-01 13:00:00
FLL,3.810646243727586,1.7128342288424871,2023-07-01 13:00:00
IAD,1.439655312337969,1.297196122104074,2023-07-01 13:00:00
IAH,2.0427357809270092,1.4079294166819003,2023-07-01 13:00:00
JFK,0.43389338218789164,1.2166198790999803,2023-07-01 13:00:00
LAS,0.9784382077027848,1.2544558746199712,2023-07-01 13:00:00
LAX,1.2197089792217972,1.3047009721695935,2023-07-01 13:00:00
LGA,0.880344832220948,1.29091178114898,2023-07-01 13:00:00
MCO,1.315359326075177,1.3225934136226571,2023-07-01 13:00:00
MDW,1.134970725366695,1.2912548807397446,2023-07-01 13:00:00
MIA,0.8989021841105642,1.2666435098490851,2023-07-01 13:00:00
MSP,0.5991922704094782,1.2045281203054972,2023-07-01 13:00:00
ORD,1.6568385420638982,1.3544895806560526,2023-07-01 13:00:00
PHL,0.5991922704094782,1.2260234165114239,2023-07-01 13:00:00
PHX,0.9784382077027848,1.2502541538652872,2023-07-01 13:00:00
SAN,0.4065696597405991,1.1781683854085903,2023-07-01 13:00:00
SEA,0.5718685479621857,1.1883889497266222,2023-07-01 13:00:00
SFO,0.4065696597405991,1.16110598975916,2023-07-01 13:00:00
SLC,1.3850078674433839,1.3195453111874138,2023-07-01 13:00:00
TPA,1.2109426086641208,1.3112697578973935,2023-07-01 13:00:00
ATL,1.8135600783889738,1.4088412875908871,2023-07-01 14:00:00
AUS,0.9748740674079903,1.2895307765614457,2023-07-01 14:00:00
BNA,1.8065707387788048,1.4117123728020056,2023-07-01 14:00:00
BOS,1.8316966713708145,1.411345189807952,2023-07-01 14:00:00
BWI,1.249375327649656,1.3614576694745792,2023-07-01 14:00:00
CLT,1.1062904493815713,1.3038483327321742,2023-07-01 14:00:00
DCA,1.1548460924626136,1.3055263881241197,2023-07-01 14:00:00
DEN,1.63616612118641,1.3806362392529048,2023-07-01 14:00:00
DFW,2.6232741985547974,1.517613280556199,2023-07-01 14:00:00
DTW,0.7722635718672064,1.2508350784264977,2023-07-01 14:00:00
EWR,1.531421444134769,1.3633276886409134,2023-07-01 14:00:00
FLL,1.5447765657615036,1.3509144316169794,2023-07-01 14:00:00
IAD,0.5853201704809939,1.2460888326237143,2023-07-01 14:00:00
IAH,1.228050889246815,1.3225073409238925,2023-07-01 14:00:00
JFK,0.989547204241027,1.287965658361712,2023-07-01 14:00:00
LAS,2.0240819281453195,1.4413600816280892,2023-07-01 14:00:00
LAX,2.1221753036271562,1.4534898541961054,2023-07-01 14:00:00
LGA,1.171060818371664,1.316703844532457,2023-07-01 14:00:00
MCO,0.5257520317537832,1.215698364313548,2023-07-01 14:00:00
MDW,0.8680143213684772,1.2605603966711598,2023-07-01 14:00:00
MIA,1.1786056746151117,1.3239345233554705,2023-07-01 14:00:00
MSP,0.24361339749957858,1.1807747766060497,2023-07-01 14:00:00
ORD,1.4732098589453897,1.3516584523483974,2023-07-01 14:00:00
PHL,1.0567527169807767,1.2894036333441226,2023-07-01 14:00:00
PHX,0.39780328918292285,1.203075424577848,2023-07-01 14:00:00
SAN,1.3850078674433837,1.3506605595744159,2023-07-01 14:00:00
SEA,1.4522133801831334,1.3602029853770934,2023-07-01 14:00:00
SFO,0.9784382077027848,1.2785693165267102,2023-07-01 14:00:00
SLC,1.3762414968857075,1.35082018921052,2023-07-01 14:00:00
TPA,1.7120415035917624,1.3705239120142605,2023-07-01 14:00:00
ATL,2.752120478922284,1.9496200852946903,2023-07-01 15:00:00
AUS,1.2094935373571984,1.7208627563129215,2023-07-01 15:00:00
BNA,0.7344968505626213,1.673719045984929,2023-07-01 15:00:00
BOS,1.9644212716490173,1.8510414079511668,2023-07-01 15:00:00
BWI,1.3165808403894057,1.7068390816467363,2023-07-01 15:00:00
CLT,0.4497841315793399,1.6255537327193192,2023-07-01 15:00:00
DCA,3.310996420106867,2.040136125496258,2023-07-01 15:00:00
DEN,3.095600299728224,1.9988909706286013,2023-07-01 15:00:00
DFW,3.5059616567563117,2.0514701748731126,2023-07-01 15:00:00
DTW,1.7160320164420964,1.7885238391301443,2023-07-01 15:00:00
EWR,2.641928051336488,1.953423876624393,2023-07-01 15:00:00
FLL,1.0210791996296669,1.712604786886379,2023-07-01 15:00:00
IAD,0.6355099204071408,1.6285735921109685,2023-07-01 15:00:00
IAH,1.7144806304644025,1.7993696011564717,2023-07-01 15:00:00
JFK,0.804372948923522,1.6326596153659114,2023-07-01 15:00:00
LAS,2.4492089397755348,1.923103160361252,2023-07-01 15:00:00
LAX,2.489090730067992,1.9075092690121656,2023-07-01 15:00:00
LGA,1.6958267776827123,1.8040729081387539,2023-07-01 15:00:00
MCO,1.8310003017352354,1.8138383935590727,2023-07-01 15:00:00
MDW,1.5726172665105462,1.799913413042479,2023-07-01 15:00:00
MIA,0.8812383868945917,1.6854752025551027,2023-07-01 15:00:00
MSP,0.5010988949276414,1.6801395148183413,2023-07-01 15:00:00
ORD,3.02483064669368,1.9899676814676432,2023-07-01 15:00:00
PHL,0.8316966713708145,1.615752554261017,2023-07-01 15:00:00
PHX,1.3814437271485893,1.7621976017126308,2023-07-01 15:00:00
SAN,0.9696718371451084,1.6675640854208538,2023-07-01 15:00:00
SEA,1.8101348790735994,1.831316664237891,2023-07-01 15:00:00
SFO,1.6175122684047203,1.789343192199813,2023-07-01 15:00:00
SLC,1.3726773565909132,1.7635206786583952,2023-07-01 15:00:00
TPA,1.5092034510582848,1.7607811546517411,2023-07-01 15:00:00
ATL,3.9333002382664732,2.253626922462815,2023-07-01 16:00:00
AUS,1.7069357742209545,1.9648976566959735,2023-07-01 16:00:00
BNA,1.5092999519503585,1.8921444439934287,2023-07-01 16:00:00
BOS,2.42043614602132,2.0667902183863904,2023-07-01 16:00:00
BWI,1.3439045628366981,1.9376728632397537,2023-07-01 16:00:00
CLT,0.9734249961010678,1.8301302794688832,2023-07-01 16:00:00
